Name	Source	CR	Type	Size	PP	Image	Token	Named
Orog	Monster Manual (2014)	2	Humanoid	M				FALSE
Orok	Storm King's Thunder	0.125	Humanoid	S				FALSE
Orond Gralhund	Waterdeep: Dragon Heist	0.125	Humanoid	M				TRUE
Orphan of the Black	Tales from the Shadows	2	Fey	S				FALSE
Orthon	Mordenkainen's Tome of Foes	10	Fiend	L				FALSE
Orvex Ocrammas	Tomb of Annihilation	1	Humanoid	M				FALSE
Orzhov Giant	Guildmasters' Guide to Ravnica	6	Giant	L				FALSE
Oscar Yoren	Dungeons of Drakkenheim	6	Humanoid	M				TRUE
Oshundo the Alhoon	Phandelver and Below: The Shattered Obelisk	10	Undead	M				TRUE
Ostinato	Tome of Beasts 1	4	Aberration	M				FALSE
Otherworldly Corrupter	The Book of Many Things	17	Aberration	M				FALSE
Othokent	Ghosts of Saltmarsh	4	Humanoid	M				FALSE
Othovir	Storm King's Thunder	0	Humanoid	M				FALSE
Ott Steeltoes	Waterdeep: Dragon Heist	0.125	Humanoid	M				TRUE
Otto	Waterdeep: Dungeon of the Mad Mage	3	Dragon	L				TRUE
Otyugh	Basic Rules (2014)	5	Aberration	L	11	https://www.dndbeyond.com/avatars/thumbnails/30834/179/1000/1000/638063882994965076.png	n2rwb	FALSE
Otyugh Mutate	Phandelver and Below: The Shattered Obelisk	6	Aberration	L				FALSE
Owl	Basic Rules (2014)	0	Beast	T	13	https://www.dndbeyond.com/avatars/thumbnails/16/533/1000/1000/636376331660233857.jpeg	9k6t6	FALSE
Owl Harpy	Tome of Beasts 1	5	Monstrosity	M				FALSE
Owlbear	Basic Rules (2014)	3	Monstrosity	L	13	https://www.dndbeyond.com/avatars/thumbnails/30834/185/1000/1000/638063883093825018.png	4qn8m	FALSE
Ox	Mordenkainen Presents: Monsters of the Multiverse	0.25	Beast	L				FALSE
Pact Vampire	Tome of Beasts 1	15	Undead	M				FALSE
Padraich	Princes of the Apocalypse	2	Humanoid	M				FALSE
Pale Man	Monsters of Drakkenheim	15	Aberration	M				FALSE
Panjaian Ilharan	Lairs of Etharis	3	Humanoid	M				FALSE
Panther	Basic Rules (2014)	0.25	Beast	M				FALSE
Paper Bird	The Wild Beyond the Witchlight	0	Construct	T				FALSE
Paper Drake	Tome of Beasts 1	2	Dragon	S				FALSE
Parasite-infested Behir	Candlekeep Mysteries	11	Undead	H				FALSE
Pari	Journeys through the Radiant Citadel	13	Celestial	M				FALSE
Parson Pellinost	Explorer's Guide to Wildemount	2	Humanoid	M				TRUE
Pathogenist	Monsters of Drakkenheim	12	Humanoid	M				FALSE
Pazrodine	The Book of Many Things	21	Dragon	G				TRUE
Pech	Quests from the Infinite Staircase	4	Elemental	S				FALSE
Pegasus	Basic Rules (2014)	2	Celestal	L	16	https://www.dndbeyond.com/avatars/thumbnails/30834/674/1000/1000/638063894663528037.png	6fyn5	FALSE
Pegasus Knight	The Griffon's Saddlebag: Book Two	3	Humanoid	M				FALSE
Pegasus Knight, Exalted	The Griffon's Saddlebag: Book Two	7	Humanoid	M				FALSE
Pendragon Beestinger	Acquisitions Incorporated	2	Humanoid	M				FALSE
Pentadrone	Monster Manual (2014)	2	Construct	L				FALSE
Percival de Rolo	Tal'Dorei Campaign Setting Reborn	18	Humanoid	M				TRUE
Peryton	Monster Manual (2014)	2	Monstrosity	M				FALSE
Pest Mascot	Strixhaven: A Curriculum of Chaos	0.25	Monstrosity	T				FALSE
Petra Cloudburst	Humblewood Tales	2	Humanoid	S				TRUE
Phaerimm Agent	Forgotten Realms: Adventures in Faerûn	8	Aberration	L				FALSE
Phaerimm Hatchling	Forgotten Realms: Adventures in Faerûn	0.25	Aberration	S				FALSE
Phage	Monsters of Drakkenheim	3	Aberration	M				FALSE
Phantom Hearse	The Crooked Moon Part Two: Monsters & Adventure Campaign	9	Undead	H				FALSE
Phantom Warrior	Curse of Strahd	3	Undead	M				FALSE
Pharblex Spattergoo	Tyranny of Dragons	3	Humanoid	M				TRUE
Phase Spider	Basic Rules (2014)	3	Monstrosity	L	10	https://www.dndbeyond.com/avatars/thumbnails/30849/305/1000/1000/638064499219616973.png	ymq6t	FALSE
Phisarazu Spyder-Fiend	Vecna: Eve of Ruin	13	Fiend	L				FALSE
Phoenix	Mordenkainen Presents: Monsters of the Multiverse	16	Elemental	G				FALSE
Phoenix Anvil	Acquisitions Incorporated	2	Humanoid	M				FALSE
Phorosfeather	Humblewood Tales	2	Humanoid	S				TRUE
Phylaskia	Mythic Odysseys of Theros	9	Undead	L				FALSE
Pidlwick II	Curse of Strahd	0.25	Construct	S				TRUE
Piercer	Monster Manual (2014)	0.5	Monstrosity	M				FALSE
Piercer (Ice variant)	Icewind Dale: Rime of the Frostmaiden	0.5	Monstrosity	M				FALSE
Pig	Storm King's Thunder	0	Beast	M				FALSE
Pigeon Hag	The Crooked Moon Part Two: Monsters & Adventure Campaign	13	Fey	M				FALSE
Pike Trickfoot	Tal'Dorei Campaign Setting Reborn	17	Humanoid	S				TRUE
Pilgrim	Monsters of Drakkenheim	0.125	Humanoid	M				FALSE
Pirate Bosun	Ghosts of Saltmarsh	0.5	Humanoid	M				FALSE
Pirate Captain	Ghosts of Saltmarsh	2	Humanoid	M				FALSE
Pirate Deck Wizard	Ghosts of Saltmarsh	1	Humanoid	M				FALSE
Pirate First Mate	Ghosts of Saltmarsh	1	Humanoid	M				FALSE
Pit Fiend	Basic Rules (2014)	20	Fiend (devil)	L	14	https://www.dndbeyond.com/avatars/thumbnails/30782/33/1000/1000/638061948712807164.png	r9czs	FALSE
Pit Fiend (Summoner Variant)	Monster Manual (2014)	20	Fiend	L				FALSE
Pixie	Monster Manual (2014)	0.25	Fey	T				FALSE
Plague Carrier	Monsters of Drakkenheim	2	Monstrosity	M				FALSE
Plainscow	Tal'Dorei Campaign Setting Reborn	2	Beast	L				FALSE
Planar Incarnate (Celestial Form)	Planescape: Adventures in the Multiverse	22	Celestial	G				FALSE
Planar Incarnate (Fiend Form)	Planescape: Adventures in the Multiverse	22	Fiend	G				FALSE
Planetar	Basic Rules (2014)	16	Celestial	L	21	https://www.dndbeyond.com/avatars/thumbnails/30761/799/1000/1000/638061094132481081.png	5ze73	FALSE
Planewatcher	Tome of Beasts 1	10	Celestial	M				FALSE
Plasmoid Boss	Spelljammer: Adventures in Space	4	Ooze	L				FALSE
Plasmoid Explorer	Spelljammer: Adventures in Space	0.25	Ooze	M				FALSE
Plasmoid Warrior	Spelljammer: Adventures in Space	3	Ooze	M				FALSE
Platinum Golem	Tal'Dorei Campaign Setting Reborn	16	Construct	L				FALSE
Pleasantpaw	Humblewood Tales	2	Humanoid	S				TRUE
Plesiosaurus	Basic Rules (2014)	2	Beast	L	13	https://www.dndbeyond.com/avatars/thumbnails/16/488/1000/1000/636376304583147024.jpeg	gbhjg	FALSE
Podge	Humblewood Tales	2	Humanoid	S				TRUE
Podling	Van Richten's Guide to Ravenloft	0.5	Plant	M				FALSE
Poison Weird	Waterdeep: Dungeon of the Mad Mage	4	Elemental	L				FALSE
Poisonous Snake	Basic Rules (2014)	0.125	Beast	T				FALSE
Polar Bear	Basic Rules (2014)	2	Beast	L				FALSE
Polar Serpent	Forgotten Realms: Adventures in Faerûn	3	Elemental	L				FALSE
Pollenella the Honeybee	The Wild Beyond the Witchlight	0	Beast	T				FALSE
Poltergeist	Monster Manual (2014)	2	Undead	M				FALSE
Polukranos	Mythic Odysseys of Theros	19	Monstrosity	G				TRUE
Pombero	Tome of Beasts 1	3	Fey	M				FALSE
Pony	Basic Rules (2014)	0.125	Beast	M				FALSE
Portentia Dran	Acquisitions Incorporated	3	Monstrosity	M				FALSE
Possessed Pillar	Tome of Beasts 1	7	Construct	L				FALSE
Pow Ming	Storm King's Thunder	6	Humanoid	M				FALSE
Precognitive Mage	Guildmasters' Guide to Ravnica	3	Humanoid	M				FALSE
Preeta Kreepa	Waterdeep: Dungeon of the Mad Mage	6	Humanoid	M				TRUE
Priest	Basic Rules (2014)	2	Humanoid	M				FALSE
Priest of Osybus	Van Richten's Guide to Ravenloft	6	Humanoid	M				FALSE
Priest of Osybus (Blazing)	Van Richten's Guide to Ravenloft	4	Undead	T				FALSE
Priest of Osybus (Deathly)	Van Richten's Guide to Ravenloft	7	Undead	M				FALSE
Priest of Osybus (Dread)	Van Richten's Guide to Ravenloft	6	Undead	M				FALSE
Priest of Osybus (Ectoplasmic)	Van Richten's Guide to Ravenloft	6	Undead	M				FALSE
Priest of Osybus (Spectral)	Van Richten's Guide to Ravenloft	7	Undead	M				FALSE
Priest of Osybus (Vampiric)	Van Richten's Guide to Ravenloft	6	Undead	M				FALSE
Prince Livid	Out of the Abyss	0.5	Ooze	M				FALSE
Princess Ebonmire	Out of the Abyss	4	Ooze	L				FALSE
Princess Serissa	Storm King's Thunder	13	Giant	H				FALSE
Prismari Apprentice	Strixhaven: A Curriculum of Chaos	2	Humanoid	M				FALSE
Prismari Pledgemage	Strixhaven: A Curriculum of Chaos	4	Humanoid	M				FALSE
Prismari Professor of Expression	Strixhaven: A Curriculum of Chaos	7	Humanoid	M				FALSE
Prismari Professor of Perfection	Strixhaven: A Curriculum of Chaos	7	Humanoid	M				FALSE
Prisoner 13	Keys from the Golden Vault	5	Humanoid	M				TRUE
Prisoner 237	Icewind Dale: Rime of the Frostmaiden	1	Humanoid	M				FALSE
Prophetess Dran	Acquisitions Incorporated	2	Humanoid	M				FALSE
Protean Abomination	Monsters of Drakkenheim	6	Aberration	H				FALSE
Pseudodragon	Basic Rules (2014)	0.25		T	13	https://www.dndbeyond.com/avatars/thumbnails/30834/696/1000/1000/638063895061837826.png	pg2dh	FALSE
Pseudodragon (familiar variant)	Monster Manual (2014)	0.25	Dragon	T				FALSE
Psionic Ashenwight	Phandelver and Below: The Shattered Obelisk	7	Undead	M				FALSE
Psionic Shambling Mound	Phandelver and Below: The Shattered Obelisk	5	Plant	L				FALSE
Psoglav Demon	Tome of Beasts 1	7	Fiend	L				FALSE
Psurlon	Spelljammer: Adventures in Space	2	Aberration	M				FALSE
Psurlon Leader	Spelljammer: Adventures in Space	6	Aberration	M				FALSE
Psurlon Ringer	Spelljammer: Adventures in Space	1	Aberration	M				FALSE
Psybird	The Griffon's Saddlebag: Book Two	0.5	Monstrosity	S				FALSE
Psychic Fragment	Lairs of Etharis	0	Undead	T				FALSE
Psychic Fragment Swarm	Lairs of Etharis	3	Undead	M				FALSE
Psychic Gray Ooze	Monster Manual (2014)	0.5	Ooze	M				FALSE
Psychophant	Monsters of Drakkenheim	6	Aberration	M				FALSE
Pterafolk	Tomb of Annihilation	1	Monstrosity	L				FALSE
Pteranodon	Basic Rules (2014)	0.25	Beast	M				FALSE
Pudding King	Out of the Abyss	4	Humanoid					TRUE
Pumpkin Head	The Crooked Moon Part Two: Monsters & Adventure Campaign	3	Fiend	M				FALSE
Purple Jam	The Griffon's Saddlebag: Book Two	1	Ooze	S				FALSE
Purple Worm	Basic Rules (2014)	15	Monstrosity	G	9	https://www.dndbeyond.com/avatars/thumbnails/30834/702/1000/1000/638063895243217798.png	nxc39	FALSE
Purple Wormling	Storm King's Thunder	2	Monstrosity	L				FALSE
Putrid Haunt	Tome of Beasts 1	2	Undead	M				FALSE
Pyknic Maunder	Monsters of Drakkenheim	3	Aberration	L				FALSE
Quadrone	Monster Manual (2014)	1	Construct	M				FALSE
Quadrone Detention Drone	The Book of Many Things	1	Construct	M				FALSE
Quaggoth	Monster Manual (2014)	2	Humanoid	M				FALSE
Quaggoth Spore Servant	Monster Manual (2014)	1	Plant	M				FALSE
Quaggoth Thonot	Monster Manual (2014)	3	Humanoid	M				FALSE
Quandrix Apprentice	Strixhaven: A Curriculum of Chaos	2	Humanoid	M				FALSE
Quandrix Pledgemage	Strixhaven: A Curriculum of Chaos	4	Humanoid	M				FALSE
Quandrix Professor of Substance	Strixhaven: A Curriculum of Chaos	7	Humanoid	M				FALSE
Quandrix Professor of Theory	Strixhaven: A Curriculum of Chaos	7	Humanoid	M				FALSE
Quasit	Basic Rules (2014)	1	Fiend (demon, shapechanger)	T	10	https://www.dndbeyond.com/avatars/thumbnails/30781/635/1000/1000/638061932141924320.png	bkefe	FALSE
Quasit (familiar variant)	Monster Manual (2014)	1	Fiend	T				FALSE
Quavilithku Spyder-Fiend	Vecna: Eve of Ruin	17	Fiend	L				FALSE
Queen Forfallen	Forgotten Realms: Adventures in Faerûn	10	Construct	M				FALSE
Queen of Night and Magic	Tome of Beasts 1	21	Fey	M				FALSE
Queen of Thieves	Monsters of Drakkenheim	15	Humanoid	M				FALSE
Queen of Witches	Tome of Beasts 1	17	Fey	L				FALSE
Quenthel Baenre	Out of the Abyss	22	Humanoid	M				FALSE
Quetzalcoatlus	Mordenkainen Presents: Monsters of the Multiverse	2	Beast	H				FALSE
Quickling	Mordenkainen Presents: Monsters of the Multiverse	1	Fey	T				FALSE
Quicksilver Siege Orb	Tome of Beasts 1	5	Construct	S				FALSE
Quipper	Basic Rules (2014)	0	Beast	T	8	https://www.dndbeyond.com/avatars/thumbnails/30849/309/1000/1000/638064499305106998.png	4bqgh	FALSE
Qunbraxel	Phandelver and Below: The Shattered Obelisk	9	Aberration	M				TRUE
Qwyllion	Tome of Beasts 1	8	Aberration	M				FALSE
Radiant Idol	Eberron: Rising from the Last War	11	Celestial	L				FALSE
Radiant Lord	Book of Ebon Tides	18	Fey	M				FALSE
Raegrin Mau	Explorer's Guide to Wildemount	0.125	Humanoid	M				TRUE
Raezil	The Wild Beyond the Witchlight	1	Humanoid	M				FALSE
Raggnar Redtooth	Tyranny of Dragons	3	Humanoid	M				TRUE
Rahadin	Curse of Strahd	10	Humanoid	M				TRUE
Rak Tulkhesh	Eberron: Rising from the Last War	28	Fiend	H				TRUE
Rakdos	Guildmasters' Guide to Ravnica	24	Fiend	H				TRUE
Rakdos Lampooner	Guildmasters' Guide to Ravnica	2	Humanoid	M				FALSE
Rakdos Performer	Guildmasters' Guide to Ravnica	1	Humanoid	M				FALSE
Raklupis Spyder-Fiend	Vecna: Eve of Ruin	19	Fiend	L				FALSE
Rakshasa	Basic Rules (2014)	13	Fiend	M	13	https://www.dndbeyond.com/avatars/thumbnails/30834/971/1000/1000/638063901618639290.png	jqxyw	FALSE
Ram Sugar	Candlekeep Mysteries	2	Humanoid	M				TRUE
Ramag	Tome of Beasts 1	0.25	Humanoid	M				FALSE
Raptor Deckhand	Humblewood Tales	0.5	Humanoid	S				FALSE
Raptor Freebooter	Humblewood Tales	2	Humanoid	S				FALSE
Raptor Mercenary	Humblewood Tales	0.5	Humanoid	S				FALSE
Ras Nsi	Tomb of Annihilation	7	Monstrosity	M				TRUE
Rat	Basic Rules (2014)	0	Beast	T	10	https://www.dndbeyond.com/avatars/thumbnails/16/541/1000/1000/636376335435407571.jpeg	267cz	FALSE
Rat Crown-Prince	Monsters of Drakkenheim	10	Monstrosity	M				FALSE
Rat God	Monsters of Drakkenheim	23	Fiend	H				FALSE
Rat King	Monsters of Drakkenheim	8	Aberration	L				FALSE
Rat Prince	Monsters of Drakkenheim	3	Monstrosity	M				FALSE
Ratatosk	Tome of Beasts 1	4	Celestial	T				FALSE
Ratfolk	Tome of Beasts 1	0.25	Humanoid	S				FALSE
Ratfolk Rogue	Tome of Beasts 1	1	Humanoid	S				FALSE
Rath Modar	Tyranny of Dragons	6	Humanoid	M				TRUE
Ratling	Dungeons of Drakkenheim	0.125	Monstrosity	S				FALSE
Ratling Alchemist	Monsters of Drakkenheim	5	Monstrosity	S				FALSE
Ratling Burrow Warden	Monsters of Drakkenheim	1	Monstrosity	M				FALSE
Ratling Guttersnipe	Monsters of Drakkenheim	2	Monstrosity	S				FALSE
Ratling Pathogenist	Monsters of Drakkenheim	7	Monstrosity	S				FALSE
Ratling Warrior	Monsters of Drakkenheim	0.125	Monstrosity	S				FALSE
Ravager Slaughter Lord	Tal'Dorei Campaign Setting Reborn	9	Humanoid	L				FALSE
Ravager Stabby-Stabber	Tal'Dorei Campaign Setting Reborn	3	Humanoid	S				FALSE
Raven	Basic Rules (2014)	0	Beast	T	13	https://www.dndbeyond.com/avatars/thumbnails/16/553/1000/1000/636376341568391037.jpeg	gcc4x	FALSE
Ravenala	Tome of Beasts 1	5	Plant	L				FALSE
Ravenfolk Doom Croaker	Tome of Beasts 1	5	Humanoid	M				FALSE
Ravenfolk Scout	Tome of Beasts 1	0.5	Humanoid	M				FALSE
Ravenfolk Warrior	Tome of Beasts 1	3	Humanoid	M				FALSE
Ravenous Flora	Monsters of Drakkenheim	8	Plant	L				FALSE
Ravenous Ghoul	Monsters of Drakkenheim	1	Undead	M				FALSE
Razerblast	Princes of the Apocalypse	5	Humanoid	M				FALSE
Razorleaf	Tales from the Shadows	5	Plant	M				FALSE
Razorvine Blight	Planescape: Adventures in the Multiverse	1	Plant	M				FALSE
Reality Cyst	Monsters of Drakkenheim	2	Aberration	M				FALSE
Reaper of Bhaal	Baldur's Gate: Descent into Avernus	2	Humanoid	M				FALSE
Reautomata	Monsters of Drakkenheim	10	Construct	M				FALSE
Reautomata Wrecker	Monsters of Drakkenheim	13	Construct	L				FALSE
Reborn Vladimir von Drakken	Monsters of Drakkenheim	17	Undead	M				TRUE
Reckoner	Guildmasters' Guide to Ravnica	4	Humanoid	M				FALSE
Red Abishai	Mordenkainen Presents: Monsters of the Multiverse	19	Fiend	M				FALSE
Red Dragon Wyrmling	Basic Rules (2014)	4	Dragon	M	14	https://www.dndbeyond.com/avatars/thumbnails/30782/412/1000/1000/638061961411525220.png	vhpdd	FALSE
Red Greatwyrm	Fizban's Treasury of Dragons	27	Dragon	G				FALSE
Red Guard Drake	Mordenkainen Presents: Monsters of the Multiverse	2	Dragon	M				FALSE
Red Hag	Tome of Beasts 1	7	Fey	M				FALSE
Red Ruin	Dragonlance: Shadow of the Dragon Queen	10	Humanoid	M				TRUE
Red Slaad	Monster Manual (2014)	5	Aberration	L				FALSE
Red Slaad (control gem variant)	Monster Manual (2014)	5	Aberration	L				FALSE
Red-Banded Line Spider	Tome of Beasts 1	0.25	Beast	T				FALSE
Redbrand Ruffian	Phandelver and Below: The Shattered Obelisk	0.5	Humanoid	M				FALSE
Redcap	Mordenkainen Presents: Monsters of the Multiverse	3	Fey	S		https://www.dndbeyond.com/avatars/thumbnails/9/788/1000/1000/636332006160598385.jpeg		FALSE
Redcap (KP)	Tome of Beasts 1	6	Fey	M				FALSE
Reduced-threat Aboleth	Tales from the Yawning Portal	7	Aberration	L				FALSE
Reduced-threat Basilisk	Tales from the Yawning Portal	2	Monstrosity	M				FALSE
Reduced-threat Behir	Tales from the Yawning Portal	7	Monstrosity	L				FALSE
Reduced-threat Black Pudding	Tales from the Yawning Portal	2	Ooze	M				FALSE
Reduced-threat Carrion Crawler	Tales from the Yawning Portal	1	Monstrosity	L				FALSE
Reduced-threat Clay Golem	Tales from the Yawning Portal	6	Construct	L				FALSE
Reduced-threat Darkmantle	Tales from the Yawning Portal	0.25	Monstrosity	S				FALSE
Reduced-threat Displacer Beast	Tales from the Yawning Portal	2	Monstrosity	L				FALSE
Reduced-threat Dragon Turtle	Tales from the Yawning Portal	12	Dragon	L				FALSE
Reduced-threat Ettercap	Tales from the Yawning Portal	1	Monstrosity	M				FALSE
Reduced-threat Flesh Golem	Tales from the Yawning Portal	3	Construct	M				FALSE
Reduced-threat Glabrezu	Tales from the Yawning Portal	6	Fiend	L				FALSE
Reduced-threat Gray Ooze	Tales from the Yawning Portal	0.25	Ooze	M				FALSE
Reduced-threat Helmed Horror	Tales from the Yawning Portal	2	Construct	M				FALSE
Reduced-threat Hezrou	Tales from the Yawning Portal	5	Fiend	L				FALSE
Reduced-threat Hook Horror	Tales from the Yawning Portal	2	Monstrosity	L				FALSE
Reduced-threat Ochre Jelly	Tales from the Yawning Portal	1	Ooze	M				FALSE
Reduced-threat Otyugh	Tales from the Yawning Portal	3	Aberration	L				FALSE
Reduced-threat Owlbear	Tales from the Yawning Portal	2	Monstrosity	L				FALSE
Reduced-threat Peryton	Tales from the Yawning Portal	1	Monstrosity	M				FALSE
Reduced-threat Remorhaz	Tales from the Yawning Portal	7	Monstrosity	L				FALSE
Reduced-threat Stone Golem	Tales from the Yawning Portal	7	Construct	L				FALSE
Reduced-threat Vrock	Tales from the Yawning Portal	4	Fiend	L				FALSE
Reduced-threat Wight	Tales from the Yawning Portal	2	Undead	M				FALSE
Reduced-threat Wyvern	Tales from the Yawning Portal	4	Dragon	L				FALSE
Reef Shark	Basic Rules (2014)	0.5	Beast	M				FALSE
Reflections	Tasha's Cauldron of Everything	0.5	Fey	M				FALSE
Refraction of Ilvaash	Phandelver and Below: The Shattered Obelisk	15	Aberration	H				TRUE
Refrum	Ghosts of Saltmarsh	2	Humanoid	M				FALSE
Refuse Golem	The Griffon's Saddlebag: Book Two	8	Construct	L				FALSE
Regenerating Black Pudding	Out of the Abyss	5	Ooze	L				FALSE
Reghed Chieftain	Icewind Dale: Rime of the Frostmaiden	5	Humanoid	M				FALSE
Reghed Great Warrior	Icewind Dale: Rime of the Frostmaiden	5	Humanoid	M				FALSE
Reghed Shaman	Icewind Dale: Rime of the Frostmaiden	2	Humanoid	M				FALSE
Reghed Warrior	Icewind Dale: Rime of the Frostmaiden	0.125	Humanoid	M				FALSE
Regisaur	Bigby Presents: Glory of the Giants	14	Monstrosity	G				FALSE
Reigar	Spelljammer: Adventures in Space	8	Celestial	M				FALSE
Relentless Impaler	Vecna: Eve of Ruin	15	Fiend	L				FALSE
Relentless Juggernaut	Van Richten's Guide to Ravenloft	12	Fiend	L				FALSE
Relentless Slasher	Van Richten's Guide to Ravenloft	8	Fiend	M				FALSE
Relic Sloth	Strixhaven: A Curriculum of Chaos	2	Beast	H				FALSE
Remallia Haventree	Waterdeep: Dragon Heist	9	Humanoid	M				TRUE
Remnant Chosen	Tal'Dorei Campaign Setting Reborn	12	Humanoid	M				FALSE
Remnant Cultist	Tal'Dorei Campaign Setting Reborn	7	Humanoid	M				FALSE
Remorhaz	Basic Rules (2014)	11	Monstrosity	H	10	https://www.dndbeyond.com/avatars/thumbnails/30834/976/1000/1000/638063901722309178.png	mghrn	FALSE
Replica Duodrone	Acquisitions Incorporated	0.25	Construct	M				FALSE
Replica Monodrone	Acquisitions Incorporated	0.125	Construct	M				FALSE
Replica Pentadrone	Acquisitions Incorporated	2	Construct	L				FALSE
Replica Quadrone	Acquisitions Incorporated	1	Construct	M				FALSE
Replica Tridrone	Acquisitions Incorporated	0.5	Construct	M				FALSE
Retriever	Mordenkainen's Tome of Foes	14	Construct	L				FALSE
Returned Drifter	Mythic Odysseys of Theros	0.25	Undead	M				FALSE
Returned Kakomantis	Mythic Odysseys of Theros	4	Undead	M				FALSE
Returned Palamnite	Mythic Odysseys of Theros	4	Undead	M				FALSE
Returned Sentry	Mythic Odysseys of Theros	1	Undead	M				FALSE
Reveler of Song	The Crooked Moon Part Two: Monsters & Adventure Campaign	6	Fiend	M				FALSE
Reveler of Stories	The Crooked Moon Part Two: Monsters & Adventure Campaign	9	Fiend	L				FALSE
Revenant	Monster Manual (2014)	5	Undead	M				FALSE
Rezmir	Tyranny of Dragons	7	Humanoid	M				TRUE
Rhinoceros	Basic Rules (2014)	2	Beast	L				FALSE
Rhundorth	Princes of the Apocalypse	0.125	Humanoid	M				FALSE
Rictavio	Curse of Strahd	5	Humanoid	M				TRUE
Riding Horse	Basic Rules (2014)	0.25	Beast	L	10	https://www.dndbeyond.com/avatars/thumbnails/9/904/1000/1000/636334288913250513.jpeg	6cqf6	FALSE
Riffler	The Book of Many Things	5	Fey	S				FALSE
Rift Swine	Tome of Beasts 1	5	Aberration	L				FALSE
